#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
gaeaambd-1,Cluster 8,35,32.44
gadmmkhf-1,Cluster 2,69,51.18
gadkfccc-1,Cluster 1,70,43.06
gaddhpnn-1,Cluster 2,94,48.34
gadjopfg-1,Cluster 1,44,26.98
gadikfjl-1,Cluster 1,64,38.93
gadfabmo-1,Cluster 1,27,17.01
gadjelaa-1,Cluster 8,15,29.61
gadghdjo-1,Cluster 1,57,35.33
gadknogk-1,Cluster 8,59,89.45
gadjhccm-1,Cluster 8,38,31.98
gadknpkh-1,Cluster 8,80,47.20
gadccppc-1,Cluster 1,61,37.97
gadkknnb-1,Cluster 6,68,51.32
gbcdbpck-1,Cluster 6,51,28.52
gadgbclo-1,Cluster 1,55,40.91
gbcddhem-1,Cluster 1,23,16.82
gbcjdena-1,Cluster 1,75,69.54
gbcfhnbf-1,Cluster 1,66,53.73
gadkncdo-1,Cluster 2,15,24.42
gadeoaic-1,Cluster 3,169,103.10
gadeophk-1,Cluster 1,59,30.04
gbcmohhd-1,Cluster 1,44,33.61
gcojinfa-1,Cluster 1,55,42.42
gbcnmflm-1,Cluster 1,44,27.35
gbdbigek-1,Cluster 1,37,27.65
gbdabnlp-1,Cluster 1,58,48.28
gbdfjfjo-1,Cluster 1,26,29.01
gcokpcmc-1,Cluster 8,47,23.25
gcoheidl-1,Cluster 1,61,40.93
gbcolgio-1,Cluster 1,28,25.14
gbdemlhm-1,Cluster 2,38,34.15
gcokejlg-1,Cluster 2,83,34.16
gcoifnim-1,Cluster 8,42,33.83
gbdaknmd-1,Cluster 1,50,41.17
gbdfdnmc-1,Cluster 1,16,11.26
gbcphfob-1,Cluster 8,63,38.58
gcohapma-1,Cluster 1,38,32.46
gcohpjko-1,Cluster 1,61,35.29
gconfbeb-1,Cluster 1,42,31.87
gbdcgdee-1,Cluster 2,51,26.28
gcogenek-1,Cluster 2,70,42.51
gbdcdcmd-1,Cluster 2,82,35.60
gbckjokp-1,Cluster 1,11,12.79
gbcgmnjn-1,Cluster 1,24,17.82
gbckkefc-1,Cluster 1,48,31.18
gbceogbj-1,Cluster 1,59,40.96
gbchnmji-1,Cluster 1,27,14.59
gbcklehc-1,Cluster 1,31,20.59
gbccbdie-1,Cluster 1,47,34.30
gbcjbngh-1,Cluster 1,18,20.12
gbchjbfh-1,Cluster 8,36,25.95
gbcdkjhl-1,Cluster 6,93,59.88
gbckbjll-1,Cluster 1,45,31.11
gbcdfikn-1,Cluster 8,12,14.52
gbcknemm-1,Cluster 1,48,31.82
gbcieonf-1,Cluster 15,58,41.04
gbcbbojh-1,Cluster 15,97,45.11
gbcfjihk-1,Cluster 1,64,40.18
gbcmjomk-1,Cluster 1,48,45.37
gbcmglkl-1,Cluster 1,88,67.36
gbcggadg-1,Cluster 1,51,43.01
gbcdgfgk-1,Cluster 1,16,10.57
gfmokkkn-1,Cluster 1,42,29.09
gejlieof-1,Cluster 1,38,17.98
gcecopdc-1,Cluster 8,12,10.70
gfcoddab-1,Cluster 8,42,41.76
gfdaejfd-1,Cluster 1,48,33.66
gfdaeccl-1,Cluster 1,41,39.34
gfcpidhk-1,Cluster 8,53,38.44
gfdamkbo-1,Cluster 8,111,88.04
gfcpkhfl-1,Cluster 1,55,43.67
gfdbkdlb-1,Cluster 8,46,40.91
gfcpcfch-1,Cluster 8,121,114.23
gfddbalb-1,Cluster 8,67,45.04
gfdccppn-1,Cluster 1,59,59.85
gfcoaebe-1,Cluster 8,83,79.49
gehojnlj-1,Cluster 15,63,34.05
geieodak-1,Cluster 1,81,59.45
gehpbehi-1,Cluster 15,30,22.72
geidglpd-1,Cluster 8,35,19.40
gekcocnl-1,Cluster 1,67,50.06
geiikklc-1,Cluster 6,61,56.15
gejojega-1,Cluster 1,76,43.70
gekbaooo-1,Cluster 8,24,21.74
geiiehkb-1,Cluster 8,74,60.10
gekbmobk-1,Cluster 8,57,37.32
gcdnabgb-1,Cluster 8,67,49.93
gcdofmhe-1,Cluster 8,12,13.01
gceibhlo-1,Cluster 1,43,50.06
gcekmjml-1,Cluster 8,35,28.75
gcehicmk-1,Cluster 1,34,46.87
gceckghd-1,Cluster 1,59,37.33
gceicgge-1,Cluster 1,64,50.06
gcemgjfm-1,Cluster 1,41,47.13
gcelgano-1,Cluster 1,81,76.74
gceagjkn-1,Cluster 1,42,29.46
gcepeddf-1,Cluster 8,77,61.21
gehmgind-1,Cluster 1,57,42.62
gehefhnf-1,Cluster 1,49,49.93
gejohble-1,Cluster 8,37,37.02
gejoaeie-1,Cluster 15,148,76.68
gejlcfpp-1,Cluster 8,45,31.51
gejkmhcf-1,Cluster 8,79,46.24
gejillpj-1,Cluster 8,72,56.33
gcdjobpe-1,Cluster 8,45,35.43
gcdlmaja-1,Cluster 8,41,39.23
gehmejlp-1,Cluster 24,36,36.63
gehnkikb-1,Cluster 8,34,25.21
geiiggfn-1,Cluster 1,40,32.21
gehmhohn-1,Cluster 24,64,42.48
geihadmm-1,Cluster 1,30,25.60
gehoface-1,Cluster 1,57,48.71
geicklka-1,Cluster 1,48,45.01
geieppma-1,Cluster 8,13,15.47
gekdokjm-1,Cluster 8,95,78.63
geidfkdo-1,Cluster 8,40,30.57
geialmbi-1,Cluster 1,45,32.73
gehmnmkl-1,Cluster 8,74,53.51
gfcamgjh-1,Cluster 1,89,93.22
gfbpbnkf-1,Cluster 2,72,60.39
gekiahoc-1,Cluster 2,39,34.13
gfbpllih-1,Cluster 2,41,45.39
geiikded-1,Cluster 1,27,36.60
geigamfe-1,Cluster 8,65,51.12
gehpjmel-1,Cluster 1,92,89.48
gekenneo-1,Cluster 1,32,29.56
geihpcol-1,Cluster 1,55,52.70
geieiedf-1,Cluster 8,67,60.19
gehhgdam-1,Cluster 1,44,35.74
gehdopjj-1,Cluster 2,48,35.23
gejjbpao-1,Cluster 24,46,31.89
gehggepo-1,Cluster 24,119,81.52
gejijjin-1,Cluster 2,59,43.29
gehdlalg-1,Cluster 2,42,20.35
gejmoebd-1,Cluster 2,84,51.43
gehfnlja-1,Cluster 1,52,35.29
gehheafn-1,Cluster 1,69,45.25
gehafkij-1,Cluster 1,29,29.72
gejiobci-1,Cluster 1,55,36.66
gfmmadpn-1,Cluster 2,48,40.38
gfmnmbje-1,Cluster 2,71,35.79
gfbopepe-1,Cluster 2,75,52.16
gfmohhoc-1,Cluster 2,53,35.76
gehflifh-1,Cluster 1,62,35.50
gehkapmo-1,Cluster 2,68,56.48
gehbilec-1,Cluster 2,146,78.76
gehgkkfe-1,Cluster 1,52,33.98
gehehjhi-1,Cluster 1,44,42.10
gejanflm-1,Cluster 2,56,29.21
gbdejlcc-1,Cluster 8,35,37.32
gcdimkcm-1,Cluster 8,66,48.20
gcdmieao-1,Cluster 2,32,12.37
gcdoknmk-1,Cluster 1,28,19.88
gcecappe-1,Cluster 1,44,36.54
gcdncbna-1,Cluster 2,39,22.89
gcegagmm-1,Cluster 1,92,54.26
gcoenkbc-1,Cluster 1,68,40.21
gcenkpho-1,Cluster 1,62,49.52
gceiebng-1,Cluster 8,47,62.79
gcfajdim-1,Cluster 15,103,69.17
gcejibah-1,Cluster 1,47,38.08
gehbcdec-1,Cluster 8,34,24.64
gejfjkpp-1,Cluster 8,53,26.90
gegmpkde-1,Cluster 2,86,52.73
gejechfi-1,Cluster 8,62,39.75
gegnljbi-1,Cluster 2,22,23.94
gejekikl-1,Cluster 1,86,45.83
gegobifl-1,Cluster 1,50,33.91
gcdgeafl-1,Cluster 1,13,8.07
gegmcend-1,Cluster 1,52,32.66
gcdhghhe-1,Cluster 2,53,27.10
gcdkkoig-1,Cluster 1,59,38.68
gcdoijgp-1,Cluster 2,66,31.80
gcdombdd-1,Cluster 1,71,75.48
gcejimaf-1,Cluster 15,207,119.94
gcdpmkam-1,Cluster 15,93,53.42
gcemffpo-1,Cluster 1,69,44.88
gcekjego-1,Cluster 1,95,79.35
gceofahd-1,Cluster 8,42,25.80
gceploop-1,Cluster 8,64,42.81
gcengpdk-1,Cluster 1,53,45.40
gcemolob-1,Cluster 8,71,50.03
gegibibf-1,Cluster 8,74,46.05
geglolbb-1,Cluster 2,36,24.41
gfhlggnj-1,Cluster 1,60,43.51
geghpioe-1,Cluster 8,43,37.80
gfhdkdkk-1,Cluster 1,54,38.50
gegifppo-1,Cluster 8,51,29.11
gegkgfdp-1,Cluster 1,45,36.58
gcdhhiak-1,Cluster 1,43,40.73
gcdhhnmi-1,Cluster 1,48,44.52
gegmcbab-1,Cluster 8,52,42.96
gejbkpjl-1,Cluster 2,73,36.25
gegppbog-1,Cluster 2,60,46.53
gegndknk-1,Cluster 2,59,39.36
gejchnmo-1,Cluster 2,57,33.23
gegnlcmc-1,Cluster 2,104,51.96
gejfdila-1,Cluster 2,69,42.17
gejbdedj-1,Cluster 2,44,25.47
gegngfhc-1,Cluster 3,97,65.78
gegppkfb-1,Cluster 2,15,17.98
gejelgcm-1,Cluster 2,64,36.48
gegohege-1,Cluster 8,96,66.29
gekhgcke-1,Cluster 2,49,29.05
adkkmidl-1,Cluster 2,75,54.54
gfmimddf-1,Cluster 1,26,23.06
gegojoid-1,Cluster 2,30,17.41
gfmifphf-1,Cluster 1,31,41.19
gfmhhfpf-1,Cluster 2,52,29.23
gejbmcbl-1,Cluster 2,77,45.08
gejbkmol-1,Cluster 2,96,58.43
gegokedk-1,Cluster 2,28,38.08
geilamdn-1,Cluster 1,56,44.07
geglmgaj-1,Cluster 12,167,81.45
geimncab-1,Cluster 8,55,71.73
geinchmd-1,Cluster 8,40,48.10
gfhljjcn-1,Cluster 8,24,31.70
geilcnpm-1,Cluster 2,58,46.29
geiopkjg-1,Cluster 1,55,46.02
gegkkblh-1,Cluster 8,64,45.95
geimmaik-1,Cluster 2,51,36.98
gegiickm-1,Cluster 8,66,54.36
geikffcb-1,Cluster 2,40,34.50
gfmfhbed-1,Cluster 3,63,29.68
gfmhakjd-1,Cluster 2,118,85.24
adihmnki-1,Cluster 15,107,49.30
gfhlnhpl-1,Cluster 24,58,42.24
geglkkfe-1,Cluster 1,48,51.48
ahedjgmc-1,Cluster 2,74,48.81
gegfpkba-1,Cluster 15,32,28.88
gfmgekgb-1,Cluster 15,171,87.33
geijnkbm-1,Cluster 24,124,86.01
gcfbanep-1,Cluster 1,77,54.96
gfihlmih-1,Cluster 15,154,96.80
galccjcn-1,Cluster 1,29,23.45
galpjkeo-1,Cluster 6,34,24.61
gamaccic-1,Cluster 1,51,61.94
galehgpo-1,Cluster 1,62,44.09
galdfpcd-1,Cluster 8,86,51.95
galiajnl-1,Cluster 1,75,46.00
gakpegnm-1,Cluster 8,79,39.25
gamdenaa-1,Cluster 1,49,30.29
galibhlo-1,Cluster 1,47,31.49
galikjij-1,Cluster 8,32,47.27
galiaikk-1,Cluster 8,32,29.77
galpdpic-1,Cluster 1,80,69.44
gamelbpn-1,Cluster 8,61,38.69
gambcmln-1,Cluster 1,81,45.09
galabgfe-1,Cluster 6,82,60.55
galbinkh-1,Cluster 8,119,70.40
gambndap-1,Cluster 1,72,46.56
gamdhink-1,Cluster 8,68,48.75
gamemnck-1,Cluster 8,63,36.04
gamafpci-1,Cluster 1,38,23.38
galdknjl-1,Cluster 3,36,21.18
galbjkke-1,Cluster 8,98,78.70
gamdlhji-1,Cluster 1,18,14.29
gakekkep-1,Cluster 15,83,45.86
gakkbmgp-1,Cluster 1,87,66.00
gakgliad-1,Cluster 1,63,76.94
galnekfm-1,Cluster 1,49,50.04
gaknlmjh-1,Cluster 1,127,110.30
gakfoiaj-1,Cluster 1,76,59.75
gakkdkda-1,Cluster 1,72,65.12
gakjdnal-1,Cluster 1,51,26.02
gakfnkei-1,Cluster 1,79,52.91
gakhiebm-1,Cluster 1,42,58.89
galliejj-1,Cluster 1,49,30.86
gakhbdhg-1,Cluster 1,85,61.14
galkgojg-1,Cluster 6,100,65.84
gakjofbd-1,Cluster 6,57,50.82
gakkdoaf-1,Cluster 2,58,56.18
galoenaj-1,Cluster 2,118,72.70
gakgakdb-1,Cluster 2,132,65.65
gakckdfn-1,Cluster 12,162,52.62
galljhio-1,Cluster 2,89,55.67
gakhpolg-1,Cluster 2,92,40.09
gfkbfldo-1,Cluster 2,56,49.93
gfaiekno-1,Cluster 1,76,47.78
gbcagnoe-1,Cluster 23,100,53.58
gfajffcc-1,Cluster 13,127,65.42
galdfadf-1,Cluster 23,75,44.17
gamdagik-1,Cluster 8,19,10.74
galhhpbc-1,Cluster 3,28,22.14
gbcamjdg-1,Cluster 8,50,29.47
galaomep-1,Cluster 2,39,26.28
galpmoii-1,Cluster 1,52,41.42
gambmmnk-1,Cluster 6,44,26.47
gamalmkn-1,Cluster 1,80,57.67
gbcakpbo-1,Cluster 1,52,33.51
gfajclcg-1,Cluster 1,54,52.96
gbcakige-1,Cluster 23,41,40.80
gbbnldgj-1,Cluster 23,59,50.42
gfjfgfop-1,Cluster 8,74,50.03
gbboanop-1,Cluster 1,33,27.56
gbcagaif-1,Cluster 1,26,29.79
gbboehfm-1,Cluster 1,40,43.59
gfkajckg-1,Cluster 8,38,27.82
gbbninfe-1,Cluster 8,55,48.19
gfaafcbp-1,Cluster 2,60,43.46
gfackbjh-1,Cluster 3,34,32.42
gakfgncn-1,Cluster 6,34,21.77
gakjldmg-1,Cluster 1,60,38.65
gakekkpl-1,Cluster 1,45,33.55
gfagfook-1,Cluster 23,51,32.10
gaklbbjh-1,Cluster 23,50,33.73
gakncoka-1,Cluster 1,52,48.70
gakjmdgn-1,Cluster 1,74,43.03
gakdphmf-1,Cluster 6,66,41.26
galmjpfa-1,Cluster 1,71,62.65
gfaecdhm-1,Cluster 8,72,54.06
gfaidpdd-1,Cluster 1,50,39.69
gfimleod-1,Cluster 8,76,68.99
gfjadgob-1,Cluster 8,34,31.42
gfabbnda-1,Cluster 15,113,53.07
gfaglndh-1,Cluster 1,45,40.48
gfadhpoh-1,Cluster 8,32,26.37
gfacdeao-1,Cluster 1,71,39.55
gfaegpci-1,Cluster 1,31,29.69
gajfoddm-1,Cluster 13,65,43.77
gajcjdnp-1,Cluster 1,52,54.37
gakccphc-1,Cluster 1,72,42.00
gajcmola-1,Cluster 17,158,93.36
gajppiea-1,Cluster 17,60,42.08
gajdkljl-1,Cluster 13,198,72.02
gajmejij-1,Cluster 23,104,62.41
gajjgaog-1,Cluster 13,62,34.22
gajibmpi-1,Cluster 13,217,89.67
gakbchnl-1,Cluster 1,65,51.23
gajjgggp-1,Cluster 17,52,48.91
gajdpbhi-1,Cluster 23,67,49.41
gajllpfn-1,Cluster 1,63,56.64
gakbnlgo-1,Cluster 2,45,35.43
gajfggma-1,Cluster 3,59,37.35
gajmjoea-1,Cluster 8,84,78.04
gajogbao-1,Cluster 1,56,48.93
gajjoekd-1,Cluster 1,45,33.70
gajbopjl-1,Cluster 1,72,48.56
gajhdifn-1,Cluster 3,195,132.21
gajkfnhk-1,Cluster 1,82,52.96
gajigpck-1,Cluster 1,80,58.89
gajmfdme-1,Cluster 17,84,43.93
gcndgkpl-1,Cluster 2,135,226.44
gcnijhbh-1,Cluster 13,43,71.71
gcocmpgb-1,Cluster 13,114,44.59
gcnilgcg-1,Cluster 13,105,39.91
gcndgeal-1,Cluster 2,87,128.54
gcmoakcd-1,Cluster 3,118,77.32
gcnhoaof-1,Cluster 23,47,25.75
gcngbgbe-1,Cluster 13,140,67.82
gcoboboi-1,Cluster 13,127,55.62
gcnnkhmg-1,Cluster 2,34,30.28
gcnochcn-1,Cluster 2,139,69.67
gcnbfdai-1,Cluster 16,282,361.07
gcnccenf-1,Cluster 17,96,55.67
gcoakobm-1,Cluster 2,82,149.48
gcnhbdmc-1,Cluster 3,87,46.21
gcnhigap-1,Cluster 2,88,84.61
gcnbfdmp-1,Cluster 2,99,143.81
gcnoekca-1,Cluster 1,51,97.41
gcnjpgeo-1,Cluster 6,156,77.18
geplmcpg-1,Cluster 2,80,63.58
gepllhdb-1,Cluster 2,29,27.29
geppojln-1,Cluster 2,48,62.80
gakapipb-1,Cluster 1,59,40.94
gakaegcl-1,Cluster 1,91,91.78
gajcoepf-1,Cluster 2,58,85.62
gajpmpgd-1,Cluster 8,51,41.06
gakdnnmn-1,Cluster 1,25,24.05
gepkbobd-1,Cluster 1,114,92.64
gcodfgnj-1,Cluster 15,65,80.42
gcniboop-1,Cluster 8,53,50.25
gfjpcehk-1,Cluster 15,103,99.07
gfibfckd-1,Cluster 2,62,60.35
gepmcnkn-1,Cluster 2,110,61.49
gepnpcbh-1,Cluster 8,75,56.91
gfigocjn-1,Cluster 1,33,34.85
gepmidah-1,Cluster 1,46,41.76
gepjmdbp-1,Cluster 8,89,99.13
gepnhbmh-1,Cluster 8,76,54.52
gepomfoi-1,Cluster 1,67,41.02
gepfjhpp-1,Cluster 1,16,22.90
gepammdg-1,Cluster 13,86,51.11
gepgpamb-1,Cluster 23,43,47.91
gepfkjfh-1,Cluster 2,147,73.21
gepgpafm-1,Cluster 13,108,43.52
gcnabihl-1,Cluster 13,54,48.82
gcnbhici-1,Cluster 13,210,127.41
gcngmmnb-1,Cluster 17,48,41.24
gcmoflgo-1,Cluster 17,138,120.51
gcnhpbli-1,Cluster 2,67,52.98
gcndikfp-1,Cluster 3,86,59.05
geopnhka-1,Cluster 13,73,40.24
geoghnec-1,Cluster 13,114,67.18
geogknme-1,Cluster 3,71,63.20
geonondo-1,Cluster 3,69,52.68
geopclam-1,Cluster 13,46,17.84
geofdiom-1,Cluster 13,119,62.56
gfhnjigb-1,Cluster 2,109,83.38
geopbnpd-1,Cluster 13,155,109.93
gepaenib-1,Cluster 15,159,79.37
gfeneiip-1,Cluster 2,97,41.28
gffeeokj-1,Cluster 8,78,50.07
gfjdbnop-1,Cluster 1,39,31.60
gcdofbop-1,Cluster 6,46,52.54
gcedhjhk-1,Cluster 15,40,40.74
gfjdfmbb-1,Cluster 8,63,51.91
gfjjjfbf-1,Cluster 15,138,96.32
gfjfnieg-1,Cluster 15,56,41.09
gcenilab-1,Cluster 8,47,34.11
gfjdndic-1,Cluster 15,54,34.89
gcekpkkm-1,Cluster 8,35,25.51
gcejflhg-1,Cluster 1,49,34.99
gfjibeen-1,Cluster 1,42,36.47
gcepilfi-1,Cluster 1,55,37.64
gfhkcepd-1,Cluster 1,75,50.26
gfggnlbd-1,Cluster 1,42,37.10
gfhkoobp-1,Cluster 1,58,45.08
gfhfpblh-1,Cluster 17,106,67.79
gfhgcmjo-1,Cluster 1,111,62.96
gfgkfdmf-1,Cluster 13,41,34.42
gcdilibd-1,Cluster 1,42,47.16
gfgifpjh-1,Cluster 13,138,70.12
gfjdlmbh-1,Cluster 17,108,94.47
gfhkhcnh-1,Cluster 1,64,47.89
gfikfdkd-1,Cluster 1,56,44.48
gfimcphk-1,Cluster 1,17,13.49
gfipmmnj-1,Cluster 1,52,62.36
gfihhdaf-1,Cluster 1,52,37.33
gfimjnla-1,Cluster 8,21,30.97
gfihfjgb-1,Cluster 15,25,24.56
gfipaojn-1,Cluster 2,64,75.05
gfiipfgf-1,Cluster 1,51,75.97
gfiknlmi-1,Cluster 8,29,30.77
gfjapgcb-1,Cluster 8,64,56.92
gfjbmgml-1,Cluster 1,41,74.12
gffljomc-1,Cluster 15,154,62.13
gfgemoco-1,Cluster 15,86,74.37
gffelplp-1,Cluster 8,46,25.24
gffgehfg-1,Cluster 2,57,25.49
gfigneoj-1,Cluster 8,25,38.90
gfggbeed-1,Cluster 13,92,57.67
gfffgohk-1,Cluster 2,75,58.29
gffkfnae-1,Cluster 1,68,57.42
gfinibap-1,Cluster 13,171,112.08
gfgdkenh-1,Cluster 2,76,44.31
gfgidpop-1,Cluster 2,106,70.34
gfgopepg-1,Cluster 8,43,46.86
gfhegbjd-1,Cluster 1,128,80.73
gfgjlhmk-1,Cluster 15,124,78.65
gfhchjff-1,Cluster 2,90,97.55
gfhcdjca-1,Cluster 15,53,45.18
gfgokbpf-1,Cluster 8,46,45.52
gfhjikgh-1,Cluster 8,102,72.65
gfghmfba-1,Cluster 3,94,58.53
gfggmhjo-1,Cluster 8,45,63.50
gfhdcgle-1,Cluster 2,159,69.61
gfmcdaal-1,Cluster 2,124,74.61
gfmfflgf-1,Cluster 6,115,65.08
aheaanpn-1,Cluster 2,59,41.87
gfhlcpph-1,Cluster 24,95,65.00
gfmckfgj-1,Cluster 1,69,47.11
gfmdjecg-1,Cluster 3,102,83.31
gfgldmng-1,Cluster 8,225,144.32
gfgeaila-1,Cluster 2,64,51.93
gfhaeohf-1,Cluster 1,34,28.68
gfhkengl-1,Cluster 1,43,38.44
gffmaldc-1,Cluster 2,54,28.23
gffgmgbh-1,Cluster 2,70,39.51
gffngdgf-1,Cluster 8,104,87.75
gffafiob-1,Cluster 2,171,97.72
gffmmlaj-1,Cluster 2,97,69.30
gfgedpkn-1,Cluster 15,101,60.46
gffhbdmn-1,Cluster 2,39,20.02
gfffkpoo-1,Cluster 8,80,44.96
gffieoik-1,Cluster 15,116,39.85
gfgdcppm-1,Cluster 15,79,44.94
gfflefle-1,Cluster 2,67,32.48
gfllkcgh-1,Cluster 2,38,27.40
aejdmpmo-1,Cluster 12,95,62.94
gflljgid-1,Cluster 1,63,41.11
gflminid-1,Cluster 1,22,15.45
gfmccekp-1,Cluster 2,94,54.14
gflpjmdi-1,Cluster 2,60,38.97
gfgcempf-1,Cluster 2,119,65.36
gffgkdee-1,Cluster 2,108,57.81
gfepkjbc-1,Cluster 8,50,20.70
gfanenbb-1,Cluster 3,45,28.00
gfjkeanl-1,Cluster 8,72,70.17
gfifhaae-1,Cluster 2,41,35.50
gfiackmj-1,Cluster 2,73,41.99
gfjpalcf-1,Cluster 2,122,82.59
gfifinbl-1,Cluster 2,28,19.01
gfiamnhj-1,Cluster 2,67,46.75
gfiggaom-1,Cluster 1,79,55.27
gfibaene-1,Cluster 8,63,73.54
gfianpjm-1,Cluster 8,79,76.10
gfhplmef-1,Cluster 2,19,10.44
gfigfhih-1,Cluster 8,50,44.71
gfiglebl-1,Cluster 8,33,26.45
gfbcnfio-1,Cluster 2,94,76.15
gfapnnjn-1,Cluster 3,137,107.95
gfappmfb-1,Cluster 2,72,38.73
gfbiddie-1,Cluster 2,81,53.72
gfidjgca-1,Cluster 1,74,42.55
gfbmjpme-1,Cluster 3,95,57.91
gfbhaknk-1,Cluster 8,73,78.84
gfbolgpf-1,Cluster 3,68,52.06
gfibgadl-1,Cluster 2,62,57.20
gfiheecf-1,Cluster 8,54,40.33
gfhmkfja-1,Cluster 2,46,31.63
gfhnemgn-1,Cluster 3,51,23.08
gfhoadil-1,Cluster 8,75,72.48
gfkagikg-1,Cluster 1,94,59.29
genekacf-1,Cluster 3,94,113.43
gengldol-1,Cluster 2,79,81.87
genhmflg-1,Cluster 2,109,80.59
genncefl-1,Cluster 17,136,96.76
gfjpdfkj-1,Cluster 2,117,69.30
gfjpdodi-1,Cluster 16,169,68.59
gfjkfcdf-1,Cluster 15,247,99.74
gfammgpd-1,Cluster 8,78,63.91
ggbnpgmo-1,Cluster 2,64,54.90
gfaplbdj-1,Cluster 2,117,94.07
ggbhjhec-1,Cluster 2,99,100.68
gfbmlegh-1,Cluster 2,73,115.37
gfankfle-1,Cluster 2,95,101.45
gfjodcnb-1,Cluster 15,226,130.64
gfhlnmmj-1,Cluster 2,62,81.75
gfhniigf-1,Cluster 15,150,50.26
gfaoapnc-1,Cluster 8,62,56.00
gfaphkad-1,Cluster 6,49,99.75
gfbmjgna-1,Cluster 2,57,52.75
gfbhadmc-1,Cluster 1,11,11.31
gfapmhij-1,Cluster 1,104,102.10
gfbdbcfo-1,Cluster 15,379,131.23
gfbkjkfn-1,Cluster 2,82,47.24
gfbkfapd-1,Cluster 1,50,26.78
gfbgelmk-1,Cluster 6,36,49.66
gfbdodaa-1,Cluster 3,103,45.14
gfenciec-1,Cluster 3,110,62.02
gfbbebio-1,Cluster 6,75,82.06
aeiiicfg-1,Cluster 1,58,59.17
ahdpnogd-1,Cluster 1,24,21.03
gfbklkln-1,Cluster 2,11,13.35
aeinmahb-1,Cluster 1,64,52.71
gfbgkgne-1,Cluster 1,56,37.87
gfblpedo-1,Cluster 1,25,30.80
gfbkpbfj-1,Cluster 2,19,22.34
gfbacnpa-1,Cluster 2,29,57.44
gfbegpnh-1,Cluster 1,73,98.56
gfanpghd-1,Cluster 3,117,90.53
ggbofban-1,Cluster 17,65,43.48
gfakmkef-1,Cluster 17,113,66.48
ggbgkane-1,Cluster 13,134,81.02
gfamkbdm-1,Cluster 1,29,26.28
gfakhplm-1,Cluster 6,73,55.84
ggbjcnmk-1,Cluster 17,75,45.37
gfamjgfg-1,Cluster 3,54,22.78
gfajimde-1,Cluster 3,47,33.85
gfaogfkg-1,Cluster 3,76,58.60
gfapcdhk-1,Cluster 8,104,58.91
gfakcplo-1,Cluster 1,43,87.24
gfapeffp-1,Cluster 3,74,116.77
ggbgkgjh-1,Cluster 1,63,76.47
gfamemdo-1,Cluster 3,70,79.59
ggbjeeme-1,Cluster 1,30,36.31
gfanceao-1,Cluster 3,59,68.33
ggbjkjpd-1,Cluster 8,42,58.90
ggbioecm-1,Cluster 23,43,42.57
ggbnknoj-1,Cluster 1,21,27.84
gcmkpenb-1,Cluster 2,213,300.65
gcmikpkj-1,Cluster 16,42,244.43
gcmpgiki-1,Cluster 16,142,262.11
gcmmhmac-1,Cluster 16,98,187.82
gcmkkdke-1,Cluster 2,104,335.66
gcmapfap-1,Cluster 16,116,376.63
gcmbfoea-1,Cluster 2,66,270.56
ggapkmep-1,Cluster 13,145,139.82
ggbdghae-1,Cluster 2,102,120.15
ggbbkgjm-1,Cluster 17,167,108.84
geogddmh-1,Cluster 13,118,116.46
ggcgobej-1,Cluster 2,142,167.44
geoaohhj-1,Cluster 15,96,72.76
ggcjjggl-1,Cluster 2,173,128.64
genijfja-1,Cluster 2,78,150.04
genfjkfd-1,Cluster 2,81,144.62
gennphgc-1,Cluster 16,145,155.08
geogbbgd-1,Cluster 15,108,173.43
gepipjbb-1,Cluster 13,126,170.78
ggbcmfpg-1,Cluster 15,112,78.90
ggbcgohd-1,Cluster 1,62,76.80
ggbdaich-1,Cluster 3,77,85.44
ggbcdfpm-1,Cluster 17,182,177.82
ggapmeaf-1,Cluster 13,57,52.06
ggbaceep-1,Cluster 13,123,76.81
ggbgimhc-1,Cluster 13,189,78.63
ggapboom-1,Cluster 13,74,70.26
ggbfoigf-1,Cluster 13,165,139.26
ggbcbaec-1,Cluster 13,172,138.90
ggccmeom-1,Cluster 2,72,92.83
genfbjbd-1,Cluster 17,57,73.60
genfelci-1,Cluster 3,67,88.81
gengojgf-1,Cluster 12,66,49.00
gennlimd-1,Cluster 16,109,67.48
geobfedc-1,Cluster 16,167,259.31
genpnjgb-1,Cluster 16,111,291.82
genhnhbf-1,Cluster 2,69,117.13
ggccelip-1,Cluster 2,61,140.06
genjohic-1,Cluster 2,62,191.54
genhgenp-1,Cluster 2,108,142.53
ggcdhikf-1,Cluster 13,86,189.03
ggaofkkc-1,Cluster 13,230,194.80
ahdpcfop-1,Cluster 3,245,629.90
ggcfeoaa-1,Cluster 13,264,182.03
ggccbggk-1,Cluster 16,359,315.74
gganginc-1,Cluster 3,254,394.32
ggammlig-1,Cluster 12,212,297.77
gganefda-1,Cluster 17,187,307.34
ggamlbci-1,Cluster 2,228,397.83
ggcbmamh-1,Cluster 16,161,272.37
ggcaeokd-1,Cluster 16,104,354.60
genjgjcj-1,Cluster 12,110,299.04
gennlkjj-1,Cluster 16,21,61.11
geoaiokh-1,Cluster 16,365,462.89
ggajdhpa-1,Cluster 24,152,586.32
ggambkig-1,Cluster 24,45,118.17
ggahfapa-1,Cluster 16,192,629.93
